task_id,prefix_index,causal_group_id,pair_index,scheduled_order,actual_start_order_all_attempts,canonical_terminal_order,full_attempt_id,remove_attempt_id,full_success_count,remove_success_count,frozen_total_cases,full_utility,remove_utility,d_full_minus_remove,recovery_used,full_terminal_state,remove_terminal_state,full_verifier_stdout,remove_verifier_stdout,full_trajectory,remove_trajectory,pair_attestation
theme_d12_w1_automation_productivity_greenfield_implementation,3,theme_d12_w1_automation_productivity_greenfield_implementation:target-round-7,3,FULL_FIRST,FULL > REMOVE > REMOVE,FULL > REMOVE,fresh-n9-phase3-3-pair_3_full-try-1,fresh-n9-phase3-3-pair_3_remove-hostrecovery-1,43,43,111,0.387387387387,0.387387387387,0,true,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_3_full-try-1\evo-fresh-n9-n3-full__9UvHQbF\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_3_remove-hostrecovery-1\evo-fresh-n9-n3-remove__nCxghfU\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_3_full-try-1\evo-fresh-n9-n3-full__9UvHQbF\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_3_remove-hostrecovery-1\evo-fresh-n9-n3-remove__nCxghfU\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d12_w1_automation_productivity_greenfield_implementation-pair-3.json
theme_d12_w1_automation_productivity_greenfield_implementation,3,theme_d12_w1_automation_productivity_greenfield_implementation:target-round-7,4,FULL_FIRST,FULL > REMOVE,FULL > REMOVE,fresh-n9-phase3-3-pair_4_full-try-1,fresh-n9-phase3-3-pair_4_remove-try-1,43,43,111,0.387387387387,0.387387387387,0,false,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_4_full-try-1\evo-fresh-n9-n3-full__tXmRdk6\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_4_remove-try-1\evo-fresh-n9-n3-remove__CiXwv2b\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_4_full-try-1\evo-fresh-n9-n3-full__tXmRdk6\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-3-pair_4_remove-try-1\evo-fresh-n9-n3-remove__CiXwv2b\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d12_w1_automation_productivity_greenfield_implementation-pair-4.json
theme_d5_w5_data_engineering_integration_e2e_wiring,4,theme_d5_w5_data_engineering_integration_e2e_wiring:target-round-6,1,REMOVE_FIRST,REMOVE > FULL,REMOVE > FULL,fresh-n9-phase3-4-pair_1_full-try-1,fresh-n9-phase3-4-pair_1_remove-try-1,6,6,32,0.1875,0.1875,0,false,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_1_full-try-1\evo-fresh-n9-n4-full__y6uDYpw\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_1_remove-try-1\evo-fresh-n9-n4-remove__qbzgq7d\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_1_full-try-1\evo-fresh-n9-n4-full__y6uDYpw\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_1_remove-try-1\evo-fresh-n9-n4-remove__qbzgq7d\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d5_w5_data_engineering_integration_e2e_wiring-pair-1.json
theme_d5_w5_data_engineering_integration_e2e_wiring,4,theme_d5_w5_data_engineering_integration_e2e_wiring:target-round-6,2,FULL_FIRST,FULL > REMOVE,FULL > REMOVE,fresh-n9-phase3-4-pair_2_full-try-1,fresh-n9-phase3-4-pair_2_remove-try-1,6,6,32,0.1875,0.1875,0,false,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_2_full-try-1\evo-fresh-n9-n4-full__TtUgteh\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_2_remove-try-1\evo-fresh-n9-n4-remove__GLwPkbK\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_2_full-try-1\evo-fresh-n9-n4-full__TtUgteh\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_2_remove-try-1\evo-fresh-n9-n4-remove__GLwPkbK\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d5_w5_data_engineering_integration_e2e_wiring-pair-2.json
theme_d5_w5_data_engineering_integration_e2e_wiring,4,theme_d5_w5_data_engineering_integration_e2e_wiring:target-round-6,3,REMOVE_FIRST,REMOVE > FULL > FULL > FULL > FULL,REMOVE > FULL,fresh-n9-phase3-4-pair_3_full-hostrecovery-1,fresh-n9-phase3-4-pair_3_remove-try-1,6,6,32,0.1875,0.1875,0,true,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_3_full-hostrecovery-1\evo-fresh-n9-n4-full__Unbnm3z\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_3_remove-try-1\evo-fresh-n9-n4-remove__u46PJp2\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_3_full-hostrecovery-1\evo-fresh-n9-n4-full__Unbnm3z\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_3_remove-try-1\evo-fresh-n9-n4-remove__u46PJp2\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d5_w5_data_engineering_integration_e2e_wiring-pair-3.json
theme_d5_w5_data_engineering_integration_e2e_wiring,4,theme_d5_w5_data_engineering_integration_e2e_wiring:target-round-6,4,FULL_FIRST,FULL > REMOVE,FULL > REMOVE,fresh-n9-phase3-4-pair_4_full-try-1,fresh-n9-phase3-4-pair_4_remove-try-1,6,6,32,0.1875,0.1875,0,false,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_4_full-try-1\evo-fresh-n9-n4-full__9fS5fjk\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_4_remove-try-1\evo-fresh-n9-n4-remove__Vpq5yTi\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_4_full-try-1\evo-fresh-n9-n4-full__9fS5fjk\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-4-pair_4_remove-try-1\evo-fresh-n9-n4-remove__Vpq5yTi\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d5_w5_data_engineering_integration_e2e_wiring-pair-4.json
theme_d11_w2_scientific_numerical_brownfield_modification__not_1234,5,theme_d11_w2_scientific_numerical_brownfield_modification__not_1234:target-round-4,1,FULL_FIRST,FULL > REMOVE,FULL > REMOVE,fresh-n9-phase3-5-pair_1_full-try-1,fresh-n9-phase3-5-pair_1_remove-try-1,317,276,323,0.981424148607,0.854489164087,0.12693498452,false,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_1_full-try-1\evo-fresh-n9-n5-full__RNjwKhc\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_1_remove-try-1\evo-fresh-n9-n5-remove__gXnrQUH\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_1_full-try-1\evo-fresh-n9-n5-full__RNjwKhc\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_1_remove-try-1\evo-fresh-n9-n5-remove__gXnrQUH\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d11_w2_scientific_numerical_brownfield_modification__not_1234-pair-1.json
theme_d11_w2_scientific_numerical_brownfield_modification__not_1234,5,theme_d11_w2_scientific_numerical_brownfield_modification__not_1234:target-round-4,2,REMOVE_FIRST,REMOVE > FULL,REMOVE > FULL,fresh-n9-phase3-5-pair_2_full-try-1,fresh-n9-phase3-5-pair_2_remove-try-1,276,85,323,0.854489164087,0.263157894737,0.59133126935,false,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_2_full-try-1\evo-fresh-n9-n5-full__3VgPZhu\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_2_remove-try-1\evo-fresh-n9-n5-remove__5UEeBWh\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_2_full-try-1\evo-fresh-n9-n5-full__3VgPZhu\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_2_remove-try-1\evo-fresh-n9-n5-remove__5UEeBWh\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d11_w2_scientific_numerical_brownfield_modification__not_1234-pair-2.json
theme_d11_w2_scientific_numerical_brownfield_modification__not_1234,5,theme_d11_w2_scientific_numerical_brownfield_modification__not_1234:target-round-4,3,FULL_FIRST,FULL > REMOVE,FULL > REMOVE,fresh-n9-phase3-5-pair_3_full-try-1,fresh-n9-phase3-5-pair_3_remove-try-1,323,291,323,1,0.90092879257,0.09907120743,false,RECONCILED,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_3_full-try-1\evo-fresh-n9-n5-full__udmACf9\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_3_remove-try-1\evo-fresh-n9-n5-remove__xqJgNEL\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_3_full-try-1\evo-fresh-n9-n5-full__udmACf9\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_3_remove-try-1\evo-fresh-n9-n5-remove__xqJgNEL\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d11_w2_scientific_numerical_brownfield_modification__not_1234-pair-3.json
theme_d11_w2_scientific_numerical_brownfield_modification__not_1234,5,theme_d11_w2_scientific_numerical_brownfield_modification__not_1234:target-round-4,4,REMOVE_FIRST,REMOVE > FULL,REMOVE > FULL,fresh-n9-phase3-5-pair_4_full-try-1,fresh-n9-phase3-5-pair_4_remove-try-1,85,276,323,0.263157894737,0.854489164087,-0.59133126935,false,SCIENTIFIC_FAILURE,SCIENTIFIC_FAILURE,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_4_full-try-1\evo-fresh-n9-n5-full__xrzDJY7\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_4_remove-try-1\evo-fresh-n9-n5-remove__bc6sFr6\steps\target-round\verifier\test-stdout.txt,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_4_full-try-1\evo-fresh-n9-n5-full__xrzDJY7\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\harbor-jobs\evo-fresh-n9-fresh-n9-phase3-5-pair_4_remove-try-1\evo-fresh-n9-n5-remove__bc6sFr6\steps\target-round\agent\trajectory.json,C:\Users\L2503\Desktop\TencentDB-Agent-Memory\Direction_A_Evo_Fresh_Engineering_Holdout_N9_Runtime_v1\attempt-integrity-attestations\theme_d11_w2_scientific_numerical_brownfield_modification__not_1234-pair-4.json
